occurrence_no,collection_no,class,order,family,genus,accepted_name,accepted_rank,coarse_assignment,pres_mode,taxon_environment,early_interval,late_interval,stage_assignment,substage_assignment,citation,ref_author,ref_pubyr,lng,lat,paleolng,paleolat,formation,stratgroup,member,state,cc,abund_value,abund_unit,enterer,Longitude,Latitude
572551,48547,Reptilia,Eosuchia,Parasuchidae,Leptosuchus,Leptosuchus,genus,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Long and Murry,1995,-109.765282,34.943333,-37.59,10.43,Blue Mesa,Chinle,,Arizona,US,NA,,R. Butler,NA,NA
572552,48547,Reptilia,Eosuchia,,Crosbysaurus,Crosbysaurus harrisae,species,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Heckert,2004,-109.765282,34.943333,-37.59,10.43,Blue Mesa,Chinle,,Arizona,US,1,specimens,M. Carrano,NA,NA
572553,48547,Reptilia,Eosuchia,,Crosbysaurus,Crosbysaurus,genus,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Heckert,2004,-109.765282,34.943333,-37.59,10.43,Blue Mesa,Chinle,,Arizona,US,1,specimens,M. Carrano,NA,NA
572555,48547,Reptilia,Eosuchia,,,Suchia,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Heckert,2004,-109.765282,34.943333,-37.59,10.43,Blue Mesa,Chinle,,Arizona,US,NA,,M. Carrano,NA,NA
572556,48547,Reptilia,Eosuchia,,,Aetosauria,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Heckert,2004,-109.765282,34.943333,-37.59,10.43,Blue Mesa,Chinle,,Arizona,US,NA,,M. Carrano,NA,NA
599800,48547,Reptilia,Eosuchia,Silesauridae,,Silesauridae,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Nesbitt et al.,2010,-109.765282,34.943333,-37.59,10.43,Blue Mesa,Chinle,,Arizona,US,1,specimens,R. Butler,NA,NA
755506,48547,Reptilia,Eosuchia,,,Archosauria,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Heckert,2004,-109.765282,34.943333,-37.59,10.43,Blue Mesa,Chinle,,Arizona,US,2,specimens,M. Carrano,NA,NA
837008,48547,Reptilia,Eosuchia,Doswelliidae,Vancleavea,Vancleavea campi,species,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Nesbitt et al.,2009,-109.765282,34.943333,-37.59,10.43,Blue Mesa,Chinle,,Arizona,US,1,specimens,R. Butler,NA,NA
486103,48639,Saurischia,,Plateosauridae,Plateosaurus,Plateosaurus engelhardti,species,Eureptilia,body,terrestrial,Norian,,Norian,,,Galton,2001,5.766667,46.900002,19.72,27.46,Marnes irisÃƒÂ©es supÃƒÂ©rieures,,,Jura,FR,6,specimens,M. Carrano,NA,NA
486105,48640,Saurischia,,,,Prosauropoda,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,,,Pidancet and Chopard,1863,5.6,46.766666,19.65,27.29,Marnes irisÃƒÂ©es supÃƒÂ©rieures,,,Jura,FR,1,specimens,M. Carrano,NA,NA
486106,48641,Saurischia,,,,Prosauropoda,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,,,Pidancet and Chopard,1863,6.033333,47.25,19.75,27.85,Marnes irisÃƒÂ©es supÃƒÂ©rieures,,,Jura,FR,1,specimens,M. Carrano,NA,NA
486145,48643,Saurischia,,Plateosauridae,Plateosaurus,Plateosaurus,genus,Eureptilia,body,terrestrial,Norian,,Norian,,,Galton,1998,5.55,46.666672,19.66,27.19,Marnes de ChÃƒÂ¢lins,,,Jura,FR,NA,,M. Carrano,NA,NA
486146,48643,Saurischia,,,Gresslyosaurus,Gresslyosaurus plieningeri,species,,body,terrestrial,Norian,,Norian,,,Galton,1998,5.55,46.666672,19.66,27.19,Marnes de ChÃƒÂ¢lins,,,Jura,FR,1,specimens,M. Carrano,NA,NA
486188,48658,Saurischia,,Herrerasauridae,Staurikosaurus,Staurikosaurus pricei,species,Eureptilia,body,terrestrial,Carnian,,Carnian,,,Colbert,1970,-53.799999,-29.683001,-11.61,-36.86,Santa Maria,Rosario do Sul,Alemoa,Rio Grande do Sul,BR,1,individuals,M. Carrano,NA,NA
486189,48659,Reptilia,Eosuchia,,Spondylosoma,Spondylosoma absconditum,species,Eureptilia,body,terrestrial,Ladinian,,Ladinian,Longobardian,,Huene,1942,-54.366699,-29.6667,-13.32,-35.17,Santa Maria,Rosario do Sul,,Rio Grande do Sul,BR,12,elements,M. Carrano,-18.21947384,-46.48015644
486190,48659,Osteichthyes,Cotylosauria,Stahleckeriidae,Stahleckeria,Stahleckeria potens,species,Synapsida,body,terrestrial,Ladinian,,Ladinian,Longobardian,,Huene,1935,-54.366699,-29.6667,-13.32,-35.17,Santa Maria,Rosario do Sul,,Rio Grande do Sul,BR,NA,,M. Carrano,-18.21947384,-46.48015644
486191,48659,Osteichthyes,Cotylosauria,Traversodontidae,Exaeretodon,Exaeretodon major,species,Synapsida,body,terrestrial,Ladinian,,Ladinian,Longobardian,,Huene,1936,-54.366699,-29.6667,-13.32,-35.17,Santa Maria,Rosario do Sul,,Rio Grande do Sul,BR,1,elements,M. Carrano,-18.21947384,-46.48015644
668170,48659,Osteichthyes,Kannemeyeriiformes,,,Kannemeyeriiformes,order,Synapsida,body,terrestrial,Ladinian,,Ladinian,Longobardian,,Huene,1935,-54.366699,-29.6667,-13.32,-35.17,Santa Maria,Rosario do Sul,,Rio Grande do Sul,BR,3,elements,M. Carrano,-18.21947384,-46.48015644
668171,48659,Osteichthyes,Cotylosauria,Chiniquodontidae,Chiniquodon,Chiniquodon theotonicus,species,Synapsida,body,terrestrial,Ladinian,,Ladinian,Longobardian,,Huene,1936,-54.366699,-29.6667,-13.32,-35.17,Santa Maria,Rosario do Sul,,Rio Grande do Sul,BR,1,elements,M. Carrano,-18.21947384,-46.48015644
895945,48659,Reptilia,Eosuchia,,,Archosauria,unranked clade,Eureptilia,body,terrestrial,Ladinian,,Ladinian,Longobardian,,Galton,2000,-54.366699,-29.6667,-13.32,-35.17,Santa Maria,Rosario do Sul,,Rio Grande do Sul,BR,1,elements,R. Butler,-18.21947384,-46.48015644
486393,48683,Saurischia,,Plateosauridae,Plateosaurus,Plateosaurus engelhardti,species,Eureptilia,body,terrestrial,Norian,,Norian,,,Meyer,1837,11.133,49.516602,22.27,31.29,Trossingen,Keuper,Feuerletten,Bayern,DE,11,specimens,M. Carrano,NA,NA
486395,48683,Saurischia,,,Liliensternus,Liliensternus,genus,Eureptilia,body,terrestrial,Norian,,Norian,,,Moser,2003,11.133,49.516602,22.27,31.29,Trossingen,Keuper,Feuerletten,Bayern,DE,1,specimens,R. Butler,NA,NA
486396,48683,Reptilia,Testudines,Proganochelyidae,,Proganochelyidae,family,Parareptilia,body,terrestrial,Norian,,Norian,,,Moser,2003,11.133,49.516602,22.27,31.29,Trossingen,Keuper,Feuerletten,Bayern,DE,1,specimens,R. Butler,NA,NA
486398,48685,Reptilia,Eosuchia,,Zanclodon,Zanclodon laevis,species,Eureptilia,body,terrestrial,Ladinian,,Ladinian,Longobardian,,Plieninger,1846,9.771111,49.038891,28.12,28.71,Erfurt,Keuper,Lower Lettenkeuper,Baden-WÃƒÂ¼rttemberg,DE,1,specimens,M. Carrano,15.06872475,21.53142504
791754,48685,Reptilia,Eosuchia,,Zanclodon,Zanclodon crenatus,species,Eureptilia,body,terrestrial,Ladinian,,Ladinian,Longobardian,,Plieninger,1846,9.771111,49.038891,28.12,28.71,Erfurt,Keuper,Lower Lettenkeuper,Baden-WÃƒÂ¼rttemberg,DE,1,specimens,M. Carrano,15.06872475,21.53142504
931660,48685,Reptilia,Placodontia,,,Placodontia,order,Eureptilia,body,marine,Ladinian,,Ladinian,Longobardian,,Galton,2001,9.771111,49.038891,28.12,28.71,Erfurt,Keuper,Lower Lettenkeuper,Baden-WÃƒÂ¼rttemberg,DE,4,elements,R. Butler,15.06872475,21.53142504
931661,48685,Reptilia,Eosauropterygia,Nothosauridae,Nothosaurus,Nothosaurus,genus,Eureptilia,body,marine,Ladinian,,Ladinian,Longobardian,,Galton,2001,9.771111,49.038891,28.12,28.71,Erfurt,Keuper,Lower Lettenkeuper,Baden-WÃƒÂ¼rttemberg,DE,1,elements,R. Butler,15.06872475,21.53142504
931662,48685,Reptilia,Eosuchia,Tanystropheidae,Tanystropheus,Tanystropheus,genus,Eureptilia,body,terrestrial,Ladinian,,Ladinian,Longobardian,,Galton,2001,9.771111,49.038891,28.12,28.71,Erfurt,Keuper,Lower Lettenkeuper,Baden-WÃƒÂ¼rttemberg,DE,1,elements,R. Butler,15.06872475,21.53142504
486405,48689,Saurischia,,Plateosauridae,Plateosaurus,Plateosaurus,genus,Eureptilia,body,terrestrial,Norian,,Rhaetian,,,Huene,1905,9.166667,48.75,21.28,30.06,Trossingen,Keuper,Knollenmergel,Baden-WÃƒÂ¼rttemberg,DE,1,individuals,M. Carrano,NA,NA
486406,48689,Saurischia,,,,Theropoda,unranked clade,Eureptilia,body,terrestrial,Norian,,Rhaetian,,,Galton,2001,9.166667,48.75,21.28,30.06,Trossingen,Keuper,Knollenmergel,Baden-WÃƒÂ¼rttemberg,DE,3,specimens,M. Carrano,NA,NA
486408,48691,Saurischia,,,Gresslyosaurus,Gresslyosaurus plieningeri,species,,body,terrestrial,Norian,,Rhaetian,,,Huene,1905,9.166667,48.75,21.28,30.06,Trossingen,Keuper,Knollenmergel,Baden-WÃƒÂ¼rttemberg,DE,1,individuals,M. Carrano,NA,NA
486409,48692,Saurischia,,,,Prosauropoda,unranked clade,Eureptilia,body,terrestrial,Norian,,Rhaetian,,,Huene,1905,9.0667,48.549999,21.3,29.85,Trossingen,Keuper,Knollenmergel,Baden-WÃƒÂ¼rttemberg,DE,1,individuals,M. Carrano,NA,NA
486410,48693,Saurischia,,,,Prosauropoda,unranked clade,Eureptilia,body,terrestrial,Norian,,Rhaetian,,,Huene,1905,9.4606,49.080799,21.32,30.44,Trossingen,Keuper,Knollenmergel,Baden-WÃƒÂ¼rttemberg,DE,1,individuals,M. Carrano,NA,NA
486412,48694,Saurischia,,Plateosauridae,Ruehleia,Ruehleia bedheimensis,species,Eureptilia,body,terrestrial,Norian,,Rhaetian,,,Galton,2001,10.55,50.383301,21.44,31.92,Trossingen,Keuper,Knollenmergel,Thuringia,DE,2,individuals,M. Carrano,NA,NA
486413,48694,Saurischia,,,Liliensternus,Liliensternus liliensterni,species,Eureptilia,body,terrestrial,Norian,,Rhaetian,,,Huene,1934,10.55,50.383301,21.44,31.92,Trossingen,Keuper,Knollenmergel,Thuringia,DE,2,individuals,M. Carrano,NA,NA
486414,48695,Reptilia,Eosuchia,,,Archosauria,unranked clade,Eureptilia,body,terrestrial,Ladinian,Carnian,Ladinian,Longobardian,Lucas 2010,Rauhut and HungerbÃƒÂ¼hler,2000,10.5333,50.586601,26.65,30.34,Grensdolomite,,,Thuringia,DE,1,individuals,M. Carrano,14.82083378,23.13911139
486503,48723,Reptilia,Eosuchia,Chirotheriidae,Brachychirotherium,Brachychirotherium,genus,Eureptilia,trace,terrestrial,Norian,,Norian,Sevatian,Kent et al 2014,Melchor and de Valais,2006,-67.949997,-29.916668,-22.62,-39.72,Los Colorados,Agua de la PeÃƒÂ±a,,La Rioja,AR,NA,,M. Carrano,NA,NA
487267,48871,Saurischia,,,Isanosaurus,Isanosaurus attavipachi,species,Eureptilia,body,terrestrial,Norian,Rhaetian,,,,Buffetaut et al.,2000,101.983299,16.3333,111.87,20.32,Nam Phong,,,Chaiyaphum,TH,1,individuals,M. Carrano,NA,NA
487269,48873,Saurischia,,,,Sauropoda,unranked clade,Eureptilia,body,terrestrial,Norian,Rhaetian,,,,Buffetaut et al.,2002,101.983299,16.3333,111.87,20.32,Nam Phong,,,Chaiyaphum,TH,1,individuals,M. Carrano,NA,NA
487596,49007,Reptilia,Rhynchosauria,Rhynchosauridae,,Rhynchosaurinae,subfamily,Eureptilia,body,terrestrial,Carnian,Norian,Carnian,Tuvalian,Martinez et al. 2011,Contreras,1981,-67.822777,-30.139168,-24.22,-39.26,Ischigualasto,,La PeÃƒÂ±a,San Juan,AR,2,specimens,J. Wertheim,NA,NA
490747,49499,Saurischia,,,Gojirasaurus,Gojirasaurus quayi,species,Eureptilia,body,terrestrial,Norian,,Norian,,,Carpenter,1997,-103.379997,35.365276,-32.29,9.9,Bull Canyon,Dockum,,New Mexico,US,1,individuals,M. Carrano,NA,NA
490749,49499,Reptilia,Eosuchia,Parasuchidae,Machaeroprosopus,Machaeroprosopus,genus,Eureptilia,body,terrestrial,Norian,,Norian,,,Carpenter,1997,-103.379997,35.365276,-32.29,9.9,Bull Canyon,Dockum,,New Mexico,US,2,specimens,M. Carrano,NA,NA
490750,49499,Reptilia,Eosuchia,Parasuchidae,Rutiodon,Rutiodon,genus,Eureptilia,body,terrestrial,Norian,,Norian,,,Carpenter and Parrish,1985,-103.379997,35.365276,-32.29,9.9,Bull Canyon,Dockum,,New Mexico,US,NA,,M. Carrano,NA,NA
490751,49499,Reptilia,Eosuchia,Stagonolepididae,Rioarribasuchus,Rioarribasuchus chamaensis,species,Eureptilia,body,terrestrial,Norian,,Norian,,,Zeigler et al.,2002,-103.379997,35.365276,-32.29,9.9,Bull Canyon,Dockum,,New Mexico,US,1,specimens,R. Butler,NA,NA
490752,49499,Reptilia,Eosuchia,Shuvosauridae,Shuvosaurus,Shuvosaurus inexpectatus,species,Eureptilia,body,terrestrial,Norian,,Norian,,,Carpenter,1997,-103.379997,35.365276,-32.29,9.9,Bull Canyon,Dockum,,New Mexico,US,1,individuals,M. Carrano,NA,NA
490753,49499,Saurischia,,,,Theropoda,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,,,Parrish and Carpenter,1986,-103.379997,35.365276,-32.29,9.9,Bull Canyon,Dockum,,New Mexico,US,2,specimens,M. Carrano,NA,NA
490754,49499,Reptilia,Eosuchia,Shuvosauridae,Shuvosaurus,Shuvosaurus,genus,Eureptilia,body,terrestrial,Norian,,Norian,,,Carpenter,1997,-103.379997,35.365276,-32.29,9.9,Bull Canyon,Dockum,,New Mexico,US,1,specimens,M. Carrano,NA,NA
1418647,49499,Reptilia,Eosuchia,Parasuchidae,Machaeroprosopus,Machaeroprosopus mccauleyi,species,Eureptilia,body,terrestrial,Norian,,Norian,,,Hunt et al.,2006,-103.379997,35.365276,-32.29,9.9,Bull Canyon,Dockum,,New Mexico,US,NA,,B. Allen,NA,NA
490755,49500,Saurischia,,,Coelophysis,Coelophysis,genus,Eureptilia,body,terrestrial,Norian,,Norian,Sevatian,Trendell et al 2013,Nesbitt et al.,2007,-109.833298,35.033298,-37.62,10.53,Petrified Forest,Chinle,,Arizona,US,1,individuals,R. Butler,NA,NA
490757,49500,Reptilia,Eosuchia,Stagonolepididae,Typothorax,Typothorax coccinarum,species,Eureptilia,body,terrestrial,Norian,,Norian,Sevatian,Trendell et al 2013,Long and Murry,1995,-109.833298,35.033298,-37.62,10.53,Petrified Forest,Chinle,,Arizona,US,4,specimens,M. Carrano,NA,NA
490758,49500,Reptilia,Eosuchia,,Hesperosuchus,Hesperosuchus agilis,species,Eureptilia,body,terrestrial,Norian,,Norian,Sevatian,Trendell et al 2013,Long and Murry,1995,-109.833298,35.033298,-37.62,10.53,Petrified Forest,Chinle,,Arizona,US,1,specimens,R. Butler,NA,NA
490763,49500,Reptilia,Eosuchia,Parasuchidae,,Mystriosuchini,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Sevatian,Trendell et al 2013,Long and Murry,1995,-109.833298,35.033298,-37.62,10.53,Petrified Forest,Chinle,,Arizona,US,4,specimens,M. Carrano,NA,NA
490769,49500,Reptilia,Eosuchia,,Revueltosaurus,Revueltosaurus callenderi,species,Eureptilia,body,terrestrial,Norian,,Norian,Sevatian,Trendell et al 2013,Padian,1990,-109.833298,35.033298,-37.62,10.53,Petrified Forest,Chinle,,Arizona,US,3,elements,M. Carrano,NA,NA
517576,49500,Osteichthyes,Cotylosauria,Traversodontidae,,Traversodontidae,family,Synapsida,body,terrestrial,Norian,,Norian,Sevatian,Trendell et al 2013,Long and Murry,1995,-109.833298,35.033298,-37.62,10.53,Petrified Forest,Chinle,,Arizona,US,NA,,M. Carrano,NA,NA
517577,49500,Reptilia,Eosuchia,,Revueltosaurus,Revueltosaurus,genus,Eureptilia,body,terrestrial,Norian,,Norian,Sevatian,Trendell et al 2013,Hunt,1998,-109.833298,35.033298,-37.62,10.53,Petrified Forest,Chinle,,Arizona,US,NA,,M. Carrano,NA,NA
837011,49500,Reptilia,Eosuchia,Doswelliidae,Vancleavea,Vancleavea campi,species,Eureptilia,body,terrestrial,Norian,,Norian,Sevatian,Trendell et al 2013,Nesbitt et al.,2009,-109.833298,35.033298,-37.62,10.53,Petrified Forest,Chinle,,Arizona,US,5,specimens,R. Butler,NA,NA
842080,49500,Osteichthyes,Temnospondyli,Metoposauridae,Apachesaurus,Apachesaurus gregorii,species,Temnospondyli,body,terrestrial,Norian,,Norian,Sevatian,Trendell et al 2013,Long and Murry,1995,-109.833298,35.033298,-37.62,10.53,Petrified Forest,Chinle,,Arizona,US,NA,,R. Butler,NA,NA
842081,49500,Reptilia,Eosuchia,Rauisuchidae,Postosuchus,Postosuchus kirkpatricki,species,Eureptilia,body,terrestrial,Norian,,Norian,Sevatian,Trendell et al 2013,Long and Murry,1995,-109.833298,35.033298,-37.62,10.53,Petrified Forest,Chinle,,Arizona,US,1,elements,R. Butler,NA,NA
842082,49500,Reptilia,Eosuchia,Staurikosauridae,,Staurikosauridae,family,Eureptilia,body,terrestrial,Norian,,Norian,Sevatian,Trendell et al 2013,Parrish,1991,-109.833298,35.033298,-37.62,10.53,Petrified Forest,Chinle,,Arizona,US,NA,,R. Butler,NA,NA
491183,49582,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,,,Butler,2010,-110.327782,37.798611,-37.44,13.31,Petrified Forest,Chinle,,Utah,US,2,specimens,R. Butler,NA,NA
491184,49582,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,,,Butler,2010,-110.327782,37.798611,-37.44,13.31,Petrified Forest,Chinle,,Utah,US,1,specimens,R. Butler,NA,NA
491186,49582,Reptilia,Eosuchia,,,Phytosauria,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,,,Parrish,1999,-110.327782,37.798611,-37.44,13.31,Petrified Forest,Chinle,,Utah,US,1,specimens,M. Carrano,NA,NA
493537,49853,Reptilia,Rhynchosauria,Rhynchosauridae,Ammorhynchus,Ammorhynchus navajoi,species,Eureptilia,body,terrestrial,Aegean,Bithynian,Anisian,Aegean-Bithynian,,Nesbitt and Whatley,2004,-110.042778,34.781387,-34.04,17.57,Moenkopi,,Holbrook,Arizona,US,1,specimens,R. Whatley,-43.18344418,2.977903924
493538,49854,Reptilia,Rhynchosauria,Rhynchosauridae,Ammorhynchus,Ammorhynchus navajoi,species,Eureptilia,body,terrestrial,Aegean,Bithynian,Anisian,Aegean-Bithynian,,Nesbitt and Whatley,2004,-110.080002,35.024166,-33.98,17.81,Moenkopi,,Holbrook,Arizona,US,1,specimens,R. Whatley,-43.10507034,3.209742356
493539,49855,Reptilia,Rhynchosauria,Rhynchosauridae,Ammorhynchus,Ammorhynchus navajoi,species,Eureptilia,body,terrestrial,Aegean,Bithynian,Anisian,Aegean-Bithynian,,Nesbitt and Whatley,2004,-110.696671,35.024166,-34.48,17.98,Moenkopi,,Holbrook,Arizona,US,1,specimens,R. Whatley,-43.55973467,3.43108979
493540,49856,Reptilia,Rhynchosauria,Rhynchosauridae,Ammorhynchus,Ammorhynchus navajoi,species,Eureptilia,body,terrestrial,Aegean,Bithynian,Anisian,Aegean-Bithynian,,Nesbitt and Whatley,2004,-110.696671,35.024166,-34.48,17.98,Moenkopi,,Holbrook,Arizona,US,1,specimens,R. Whatley,-43.55973467,3.43108979
855635,49856,Osteichthyes,Cotylosauria,,,Dicynodontia,unranked clade,Synapsida,body,terrestrial,Aegean,Bithynian,Anisian,Aegean-Bithynian,,Nesbitt and Angielczyk,2002,-110.696671,35.024166,-34.48,17.98,Moenkopi,,Holbrook,Arizona,US,1,specimens,R. Butler,-43.55973467,3.43108979
497884,50302,Saurischia,,Eubrontidae,Grallator (Eubrontes),Grallator (Eubrontes),subgenus,Eureptilia,trace,terrestrial,Norian,,Norian,Sevatian,,Haderer,1988,8.983333,49,21.03,30.24,LÃ¶wenstein,Keuper,,Baden-WÃƒÂ¼rttemberg,DE,1,individuals,M. Carrano,NA,NA
497885,50303,Saurischia,,Eubrontidae,Grallator (Eubrontes),Grallator (Eubrontes),subgenus,Eureptilia,trace,terrestrial,Norian,,Norian,Sevatian,,Haderer,1990,9.83333,48.916672,21.66,30.39,LÃ¶wenstein,Keuper,,Baden-WÃƒÂ¼rttemberg,DE,1,specimens,M. Carrano,NA,NA
513417,51954,Saurischia,,Guaibasauridae,Guaibasaurus,Guaibasaurus candelariensis,species,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,,Bonaparte et al.,1999,-52.849998,-29.66667,-6.18,-38.54,Caturrita,Rosario do Sul,,Rio Grande do Sul,BR,2,individuals,M. Carrano,NA,NA
513572,52014,Saurischia,,Massospondylidae,Coloradisaurus,Coloradisaurus brevis,species,Eureptilia,body,terrestrial,Norian,,Norian,Sevatian,,Bonaparte,1978,-68.216667,-29.733334,-22.96,-39.58,Los Colorados,Agua de la PeÃƒÂ±a,,La Rioja,AR,1,individuals,M. Carrano,NA,NA
923084,52014,Osteichthyes,Cotylosauria,Tritheledontidae,Chaliminia,Chaliminia musteloides,species,Synapsida,body,terrestrial,Norian,,Norian,Sevatian,,Arcucci et al.,2004,-68.216667,-29.733334,-22.96,-39.58,Los Colorados,Agua de la PeÃƒÂ±a,,La Rioja,AR,1,individuals,R. Butler,NA,NA
513573,52015,Saurischia,,,Mussaurus,Mussaurus patagonicus,species,Eureptilia,body,terrestrial,Norian,,Norian,,,Bonaparte and Vince,1979,-68.306702,-48.080399,-17.2,-57.55,Laguna Colorada,El Tranquilo,,Santa Cruz,AR,21,individuals,M. Carrano,NA,NA
1328196,52029,Saurischia,,,,Theropoda,unranked clade,Eureptilia,trace,terrestrial,Late Triassic,,,,,Weishampel et al.,2004,-70.917595,-47.444614,-21.42,-57.28,Complejo Porfirico,,,Santa Cruz,AR,1,specimens,M. Carrano,NA,NA
513603,52032,Saurischia,,Riojasauridae,Riojasaurus,Riojasaurus incertus,species,Eureptilia,body,terrestrial,Norian,,Norian,Sevatian,,Bonaparte,1969,-67.933327,-29.783501,-22.63,-39.59,Los Colorados,Agua de la PeÃƒÂ±a,,La Rioja,AR,NA,,M. Carrano,NA,NA
513604,52032,Saurischia,,,,Prosauropoda,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Sevatian,,Weishampel et al.,2004,-67.933327,-29.783501,-22.63,-39.59,Los Colorados,Agua de la PeÃƒÂ±a,,La Rioja,AR,NA,,M. Carrano,NA,NA
1112358,52032,Saurischia,,Massospondylidae,Coloradisaurus,Coloradisaurus brevis,species,Eureptilia,body,terrestrial,Norian,,Norian,Sevatian,,Apaldetti et al.,2013,-67.933327,-29.783501,-22.63,-39.59,Los Colorados,Agua de la PeÃƒÂ±a,,La Rioja,AR,NA,,J. Tennant,NA,NA
515173,52168,Saurischia,,Eubrontidae,Grallator (Eubrontes),Grallator (Eubrontes),subgenus,Eureptilia,trace,terrestrial,Norian,,Rhaetian,,Martz et al 2012,Lucas et al.,1986,-103.639397,34.976601,-32.57,9.55,Redonda,Chinle,San Jon Creek,New Mexico,US,1,specimens,K. Maguire,NA,NA
590160,52168,Saurischia,,Eubrontidae,Grallator (Eubrontes),Grallator (Eubrontes),subgenus,Eureptilia,trace,terrestrial,Norian,,Rhaetian,,Martz et al 2012,Hunt et al.,2000,-103.639397,34.976601,-32.57,9.55,Redonda,Chinle,San Jon Creek,New Mexico,US,1,specimens,M. Carrano,NA,NA
778596,52168,Saurischia,,Otozoidae,Evazoum,Evazoum sirigui,species,Eureptilia,trace,terrestrial,Norian,,Rhaetian,,Martz et al 2012,Hunt and Lucas,2007,-103.639397,34.976601,-32.57,9.55,Redonda,Chinle,San Jon Creek,New Mexico,US,NA,,M. Carrano,NA,NA
778597,52168,Mammalia,,Ameghinichnidae,Ameghinichnus,Ameghinichnus,genus,Synapsida,trace,terrestrial,Norian,,Rhaetian,,Martz et al 2012,Hunt and Lucas,2007,-103.639397,34.976601,-32.57,9.55,Redonda,Chinle,San Jon Creek,New Mexico,US,NA,,M. Carrano,NA,NA
778598,52168,Reptilia,Rhynchocephalia,,Rhynchosauroides,Rhynchosauroides,genus,Eureptilia,trace,terrestrial,Norian,,Rhaetian,,Martz et al 2012,Hunt and Lucas,2007,-103.639397,34.976601,-32.57,9.55,Redonda,Chinle,San Jon Creek,New Mexico,US,NA,,M. Carrano,NA,NA
778599,52168,Reptilia,Eosuchia,Chirotheriidae,Chirotherium,Chirotherium,genus,Eureptilia,trace,terrestrial,Norian,,Rhaetian,,Martz et al 2012,Hunt and Lucas,2007,-103.639397,34.976601,-32.57,9.55,Redonda,Chinle,San Jon Creek,New Mexico,US,2,specimens,M. Carrano,NA,NA
778600,52168,Saurischia,,Eubrontidae,Grallator (Eubrontes),Eubrontes cursorius,species,Eureptilia,trace,terrestrial,Norian,,Rhaetian,,Martz et al 2012,Hunt and Lucas,2007,-103.639397,34.976601,-32.57,9.55,Redonda,Chinle,San Jon Creek,New Mexico,US,NA,,M. Carrano,NA,NA
780406,52168,Saurischia,,,Pseudotetrasauropus,Pseudotetrasauropus,genus,Eureptilia,trace,terrestrial,Norian,,Rhaetian,,Martz et al 2012,Hunt et al.,1993,-103.639397,34.976601,-32.57,9.55,Redonda,Chinle,San Jon Creek,New Mexico,US,1,individuals,M. Carrano,NA,NA
517568,52494,Saurischia,,Eubrontidae,Grallator (Eubrontes),Grallator tenuis,species,Eureptilia,trace,terrestrial,Late Triassic,,,,,Hickok and Willard,1933,-76.803864,40.158424,-10.54,13.53,Gettysburg,Chatham,,Pennsylvania,US,NA,,M. Carrano,NA,NA
