"","coords.x1","coords.x2","collection_no"
"339",-12.8992843098809,-65.3496230521456,143714
"340",12.6765188095876,31.5007299435281,143870
"341",12.6765188095876,31.5007299435281,143871
"342",12.6765188095876,31.5007299435281,143872
"343",12.6765188095876,31.5007299435281,143873
"344",12.6765188095876,31.5007299435281,143874
"345",12.6765188095876,31.5007299435281,143875
"346",12.6765188095876,31.5007299435281,143876
"347",12.6765188095876,31.5007299435281,143877
"348",12.6765188095876,31.5007299435281,143878
"349",12.6765188095876,31.5007299435281,143882
"350",12.6765188095876,31.5007299435281,143883
"351",-23.2072242079103,-63.9242905726724,144128
"352",-21.4568030801277,-63.4033085066734,144129
"353",-24.2140976640356,-63.572795999761,144320
"354",-21.8800083501803,-64.2295705352247,144321
"355",-21.8800083501803,-64.2295705352247,144322
"356",-20.15995310011,-63.9432827437489,144323
"357",-20.1447799719476,-63.9529479143613,144325
"358",-19.0852749379326,-64.5141640758292,144327
"359",-12.297632970973,-64.9379986088743,144328
"360",-19.6957307695912,-64.101925340692,144333
"361",-16.7547369932525,-63.843251472491,145516
"362",-23.0786568479951,-63.7286025766001,171371
"363",72.7224761906535,45.0513736881209,173720
"364",-23.6330151087543,-64.547020184517,176503
"365",-21.4482595460142,-63.36777549296,177589
"366",-22.9370802493737,-63.5618957912702,178125
"367",72.7224761906535,45.0513736881209,186804
"368",37.416062175526,31.7016173187708,189460
"369",44.4265280773526,31.1546674579927,192165
"370",-20.1614301308161,-63.9259308942584,195278
"371",-23.8799347143982,-63.7903596543432,195281
"372",46.0925436746083,31.6766814148618,195805
"373",46.5721924252597,32.4947423465648,195811
"374",46.8888643327634,32.1294301203562,195820
"375",46.562311187533,31.4111435387287,195824
"376",45.9361355915095,31.5249021554127,195834
"377",45.0080759537593,31.3750546710459,195852
"378",44.9257789633333,31.3419838899452,195867
"379",44.8675392782414,31.3854857866223,195870
"380",44.7491884227888,31.2604389045984,195873
"381",44.2837075546421,31.4544494362219,196033
"382",44.2176302963085,31.4149389175469,196034
"383",44.1951853228662,31.1607157233647,196044
"384",44.2522366871592,31.2663402137027,196045
"385",44.1507002389599,31.2460830574831,196047
"386",44.1296850980247,31.3641571835309,196049
"387",44.0403334508963,31.3703574658119,196051
"388",44.0399760640127,31.3677645859329,196052
"389",44.0369753705143,31.3614669410798,196053
"390",43.2013056512109,30.6692961431855,196088
"391",43.544355785462,30.3947016472491,196092
"392",73.239466859409,45.5582966375318,196534
"393",-20.1739136223708,-66.0157759114242,13043
"394",75.9900514597672,-81.1652228645458,27266
"395",41.0424071750901,25.9402987517275,27343
"396",33.6600017563226,34.3592446382242,28479
"397",-42.6446525308897,11.218241382115,34267
"398",10.2186503069544,42.3476689514859,34401
"399",18.7532964658988,14.3840003419627,36203
"400",18.7532964658988,14.3840003419627,36204
"401",34.554925934523,36.0138981261443,37036
"402",43.4595655474003,32.0401097508574,37038
"403",42.5973851330887,33.2588647257267,37040
"404",43.1930021676186,31.7352185043887,37041
"405",94.696643878584,29.2934209350719,37180
"406",94.696643878584,29.2934209350719,37181
"407",26.5373207841717,18.1761336845126,38528
"408",31.0113552279376,40.5038242900731,39811
"409",111.766866085289,36.8984773437797,47280
"410",111.725126075737,36.8034363200314,47293
"411",35.1461359024133,-14.9770832931342,63904
"412",49.5716702571138,26.1527911864713,72325
"413",-40.3333484100475,-45.2694908265667,74750
"414",-20.8050721051886,-65.7840175318829,78686
"415",45.239943876249,33.135004776252,79946
"416",-37.6715985732285,27.4354241258501,85452
"417",45.2095858969882,33.1258537291844,85453
"418",33.438773946134,37.4695481963079,85454
"419",-31.7424889176617,10.9927788897173,85941
"420",119.832039139071,36.8827421506922,87146
"421",75.5552659731532,-80.9765485919555,87410
"422",75.4879919451796,-81.1011872879496,87414
"423",-38.2305046068216,13.0716571178067,90338
"424",119.716379388972,36.6951658498267,90374
"425",-19.8921077884713,-66.5364225761113,92309
"426",36.062925594174,35.975340465324,93104
"427",43.4595655474003,32.0401097508574,93201
"428",43.4595655474003,32.0401097508574,93202
"429",43.4595655474003,32.0401097508574,93203
"430",46.0842431208573,32.1139619832291,93205
"431",20.624051206313,46.8354407315245,93274
"432",30.4324737965966,45.6871265134041,93276
"433",30.751551046794,38.8464604518875,93382
"434",30.4865959299876,38.6118477208848,93385
"435",33.8580937152571,34.4265568816516,93775
"436",26.2681804442129,42.155017336719,94236
"437",26.2681804442129,42.155017336719,94237
"438",26.2681804442129,42.155017336719,94238
"439",26.2681804442129,42.155017336719,94240
"440",26.2681804442129,42.155017336719,94243
"441",26.2681804442129,42.155017336719,94246
"442",45.60639195635,32.5295821046685,94369
"443",-42.0203085658581,6.84408718630519,95077
"444",-42.1680071764528,7.03247979480535,95105
"445",-42.1678091052826,7.03237173211648,95106
"446",-42.1695797018343,7.0235080874933,95107
"447",-42.0362670181785,6.98574993746503,95109
"448",-42.0221099383955,7.23786465248826,95116
"449",21.0427508333715,17.6273007589468,97732
"450",102.392612048806,16.3777045159215,98007
"451",45.1977300813974,32.694212871457,98595
"452",-10.8967020371551,-64.7154091217905,98611
"453",-11.0428558242542,-64.7500863973655,98612
"454",-10.063042161854,-65.2649047245689,98613
"455",-10.3932676078896,-64.919664291364,98614
"456",-12.3922139984187,-64.635640325624,98615
"457",-11.5159156449689,-64.540866594042,98616
"458",-10.8189208545638,-64.680327459659,98617
"459",-16.408935803205,-65.2978682054398,98618
"460",-16.408935803205,-65.2978682054398,98619
"461",-20.2672516961059,-65.7786342348483,98620
"462",32.2795219257705,30.9291239184885,105043
"463",-37.1897281804332,27.100501988283,105082
"464",-37.1870924684816,27.0899969745286,105083
"465",-41.75633057198,8.84284216625458,105542
"466",75.4879919451796,-81.1011872879496,105602
"467",85.7463840793961,32.3586143840561,105775
"468",20.1422593894837,16.9397611729297,109489
"469",97.653821136768,16.3326697266853,114113
"470",20.1642246550877,17.0791034946559,117152
"471",119.7844600975,36.9405384246964,117523
"472",27.0741707464529,19.362906496094,118063
"473",20.2225024935634,13.9827473902213,118143
"474",20.2339593096181,13.7564701352982,118144
"475",20.3435687735257,14.0784557374425,118145
"476",20.2679788997838,14.8502941913288,118146
"477",20.2758731588112,13.8065407118831,118147
"478",20.3050561164857,13.9230814044103,118149
"479",20.3233207290921,14.0358611598409,118150
"480",41.3072132275484,-43.9544076429399,119513
"481",9.11168508326161,42.2068121628765,120222
"482",9.45946877411595,42.3063678118292,120228
"483",9.31704438657152,42.2213160909449,120230
"484",9.39762002247977,42.2197335613422,120231
"485",9.5317416733743,42.3018652438012,120232
"486",9.58210427120858,42.3267693263786,120298
"487",8.72208769420448,42.2973914501102,120366
"488",8.48387357398584,42.2483750132089,120372
"489",-37.7584711158838,28.0158447438616,127262
"490",20.1599626787856,16.1458092410142,134163
"491",19.7576309512885,16.4960375180213,134164
"492",17.8770615901543,19.0302927876701,134293
"493",20.3878645769957,16.3356312426764,134516
"494",-40.3141304456743,9.26370069363429,135406
"495",-42.1695797018343,7.0235080874933,135412
"496",-41.683739878247,9.10280141882812,135440
"497",-31.7630480046224,11.7654270149651,135634
"498",-31.922806168359,11.7499150967349,135635
"499",-31.9898995108712,11.7267214335677,135636
"500",-32.3773722812728,12.3462396178078,135637
"501",-32.3155319382503,12.0914255781877,135638
"502",102.465174945468,-45.4597194408404,136545
"503",102.463316089804,-45.4610250455631,136546
"504",102.438834637242,-45.4398797984264,136547
"505",102.731990002697,-46.0316003430941,136548
"506",101.878045891665,-45.836555065708,136549
"507",81.4830621399305,-53.2125945885438,136550
"508",102.453894241651,-45.4527763626276,136569
"509",-11.5148610689868,-64.753772927794,137124
"510",-31.7085023582318,10.9181484938438,138080
"511",-31.6881246398496,10.8512359131389,138081
"512",-31.6356153322362,10.886485706835,138082
"513",44.6792416193354,33.3987408227194,141239
"514",44.5862917656394,33.7114785850728,141240
"515",42.6277212734097,31.9810788293484,143196
"516",31.0619558503935,40.5017811988065,143203
"517",33.1994227843211,42.0274565192428,143204
"518",9.31453558866085,42.1989295230019,143886
"519",8.83597074653105,42.2166267993187,143892
"520",9.11655460346007,42.3992942376571,144043
"521",8.72700605143367,42.315334634051,144048
"522",41.5252674648597,-43.8234314224369,144083
"523",41.7846956237646,-43.7600571303096,144086
"524",-11.5172784613666,-64.5483781312555,144318
"525",-19.3216864197065,-66.1693396936036,144330
"526",-11.0206111715198,-64.7612813284904,144331
"527",101.90098274867,18.9950717780331,144395
"528",-17.3130724814402,-65.068230280767,145503
"529",-18.136680245628,-65.2668059547941,145565
"530",-11.370950350122,-64.5722198177366,145593
"531",-11.5325729132644,-64.5439996968164,145594
"532",8.85191661780011,42.2747013801973,149381
"533",-0.357272737152743,2.59430599189267,149976
"534",-37.1870924684816,27.0899969745286,152277
"535",97.8662550882788,16.0865713156955,155373
"536",101.910035444901,19.7417271669222,155584
"537",43.6337131071608,26.4347818037263,157208
"538",97.8662550882788,16.0865713156955,173843
"539",-40.0566838529782,-45.5867722471755,174111
"540",-40.0566838529782,-45.5867722471755,174112
"541",27.1902069482312,19.3177846029517,175800
"542",-11.3745953739879,-64.5776926873585,182942
"543",-11.4989905285636,-64.7640294282275,182943
"544",-11.4989905285636,-64.7640294282275,182944
"545",101.909689986623,19.7463569911585,188665
"546",30.5010177574959,46.1280738899862,189553
"547",32.1549260392464,36.1220781236856,189566
"548",21.8672541909283,66.365808045272,189569
"549",34.5594400306678,36.2358287729093,190071
"550",35.8101421653653,32.4747022636573,192167
"551",43.7157575230542,32.2131050053453,192168
"552",42.4902895062437,31.7333730957367,192169
"553",97.7082550263424,16.1698781646327,194734
"554",101.910642322499,19.7414158547301,194788
"555",-42.4219015272113,11.2676787183028,195195
"556",97.7486237051915,16.1322182038086,195201
"557",26.0590416751913,18.2372500782579,195612
"558",42.5888367045677,31.9516070852373,195786
"559",42.639245102963,31.9798592990931,195797
"560",44.9500696209585,33.463808322049,195807
"561",44.9478111346774,33.4646420740569,195808
"562",44.9351535805205,33.4378821984108,195809
"563",44.8600668801398,33.3445384882347,195810
"564",45.2558470046436,33.3325475103073,195812
"565",45.2269668681003,33.3222279209114,195813
"566",45.2316290844653,33.3129725421653,195814
"567",45.2787764074026,33.1731711490757,195815
"568",45.2413725063708,33.1395112482946,195816
"569",45.8571131697272,32.9980810231144,195817
"570",45.7847671520087,33.0369941954738,195818
"571",45.7847671520087,33.0369941954738,195819
"572",45.4574647893984,32.9942711724403,195821
"573",46.0125981492345,32.7376095255235,195822
"574",46.0125981492345,32.7376095255235,195823
"575",45.5184748103923,32.5377637946627,195825
"576",45.4272251841701,32.280783670068,195826
"577",45.2864564253808,32.0603928599325,195827
"578",45.2039438514871,32.0797962816885,195828
"579",45.1897352676593,32.0340455460197,195829
"580",44.7102986147419,32.0737587206314,195830
"581",44.708573979132,32.0353446557702,195831
"582",44.6594386070233,32.0273712912466,195832
"583",44.536323904813,32.284787885096,195835
"584",44.3341548254544,32.1505501878067,195836
"585",44.344830826457,32.1498576921997,195837
"586",43.9128218970105,32.2517760784579,195838
"587",43.9037659762608,32.2471285489376,195839
"588",43.9011320733043,32.225009467551,195840
"589",43.8759440482293,32.1893998801815,195841
"590",43.8525857084798,32.004584367113,195842
"591",43.8145051294703,32.1610268525047,195843
"592",43.7904505586133,32.124477902948,195844
"593",43.7748256641234,32.1181581048048,195846
"594",43.7274091510085,32.1922272076438,195849
"595",43.7147577506349,32.1920323850056,195850
"596",43.7147577506349,32.1920323850056,195851
"597",43.723862974735,32.2149376708555,195865
"598",43.6901617701587,32.195816701081,195866
"599",43.6327818127155,32.1571351968392,195868
"600",43.6215429393291,32.1569752764651,195869
"601",43.5727020790391,32.1993206664995,195871
"602",43.4758460863477,32.0765749657644,195872
"603",43.4572166995187,32.0716692433454,195874
"604",43.4287561904064,32.0907389105686,195875
"605",43.4253648162812,32.069264677921,195876
"606",43.3173341085412,31.9874767552501,195878
"607",43.3238846285579,31.9733595971663,195879
"608",43.3202643918775,31.9615947146277,195880
"609",43.3243018847066,31.9433663290258,196029
"610",43.2914617098727,31.9031333784834,196030
"611",43.2488320738429,31.9140275460929,196031
"612",43.1447377113938,32.0490097761779,196032
"613",42.8970219563658,32.2473819272461,196035
"614",43.3257239960921,31.7769373900859,196036
